Date,Payup (ticks),Date,%OAS
10/25/2013,0.3125,10/29/2013,0.237456
10/28/2013,0.3125,10/30/2013,0.240109
10/29/2013,0.3125,10/31/2013,0.240457
10/30/2013,0.3125,11/1/2013,0.28755
10/31/2013,0.3125,11/4/2013,0.279368
11/1/2013,0.3125,11/5/2013,0.29602
11/4/2013,0.3125,11/6/2013,0.292962
11/5/2013,0.3125,11/7/2013,0.298952
11/6/2013,0.3125,11/8/2013,0.343232
11/7/2013,0.3125,11/12/2013,0.345992
11/8/2013,0.3125,11/13/2013,0.332514
11/12/2013,0.3125,11/14/2013,0.320695
11/13/2013,0.3125,11/15/2013,0.316192
11/14/2013,0.3125,11/18/2013,0.30749
11/15/2013,0.3125,11/19/2013,0.316521
11/18/2013,0.3125,11/20/2013,0.136251
11/19/2013,0.3125,11/21/2013,0.134957
11/20/2013,0.125,11/22/2013,0.133838
11/21/2013,0.125,11/25/2013,0.133509
11/22/2013,0.125,11/26/2013,0.129916
11/25/2013,0.125,11/27/2013,0.135765
11/26/2013,0.125,11/29/2013,0.134714
11/27/2013,0.125,12/2/2013,0.156383
11/29/2013,0.125,12/3/2013,0.156179
12/2/2013,0.125,12/4/2013,0.165386
12/3/2013,0.125,12/5/2013,0.167837
12/4/2013,0.125,12/6/2013,0.164073
12/5/2013,0.125,12/9/2013,0.127294
12/6/2013,0.125,12/10/2013,0.122031
12/9/2013,0.125,12/11/2013,0.128518
12/10/2013,0.125,12/12/2013,0.131264
12/11/2013,0.125,12/13/2013,0.130462
12/12/2013,0.125,12/16/2013,0.131528
12/13/2013,0.125,12/17/2013,0.129688
12/16/2013,0.125,12/18/2013,0.136516
12/17/2013,0.125,12/19/2013,0.138625
12/18/2013,0.125,12/20/2013,0.130915
12/19/2013,0.125,12/23/2013,0.135892
12/20/2013,0.125,12/24/2013,0.141503
12/23/2013,0.125,12/26/2013,0.141758
12/24/2013,0.125,12/27/2013,0.142033
12/26/2013,0.125,12/30/2013,0.069181
12/27/2013,0.125,12/31/2013,0.070723
12/30/2013,0.0625,1/2/2014,0.07457
12/31/2013,0.0625,1/3/2014,0.075622
1/2/2014,0.0625,1/6/2014,0.074407
1/3/2014,0.0625,1/7/2014,0.073312
1/6/2014,0.0625,1/8/2014,0.074317
1/7/2014,0.0625,1/9/2014,0.057078
1/8/2014,0.0625,1/10/2014,0.054266
1/9/2014,0.0625,1/13/2014,0.05257
1/10/2014,0.0625,1/14/2014,0.109006
1/13/2014,0.0625,1/15/2014,0.110137
1/14/2014,0.125,1/16/2014,0.106999
1/15/2014,0.125,1/17/2014,0.105347
1/16/2014,0.125,1/21/2014,0.10414
1/17/2014,0.125,1/22/2014,0.107686
1/20/2014,0.125,1/23/2014,0.103076
1/21/2014,0.125,1/24/2014,0.099021
1/22/2014,0.125,1/27/2014,0.102584
1/23/2014,0.125,1/28/2014,0.100427
1/24/2014,0.125,1/29/2014,0.095009
1/27/2014,0.125,1/30/2014,0.095208
1/28/2014,0.125,1/31/2014,0.115669
1/29/2014,0.125,2/3/2014,0.113042
1/30/2014,0.125,2/4/2014,0.116292
1/31/2014,0.15625,2/5/2014,0.121185
2/3/2014,0.15625,2/6/2014,0.122787
2/4/2014,0.15625,2/7/2014,0.120569
2/5/2014,0.15625,2/10/2014,0.120626
2/6/2014,0.15625,2/11/2014,0.124719
2/7/2014,0.15625,2/12/2014,0.129483
2/10/2014,0.15625,2/13/2014,0.125509
2/11/2014,0.15625,2/14/2014,0.129702
2/12/2014,0.15625,2/18/2014,0.127709
2/13/2014,0.15625,2/19/2014,0.129856
2/14/2014,0.15625,2/20/2014,0.130912
2/17/2014,0.15625,2/21/2014,0.129574
2/18/2014,0.15625,2/24/2014,0.130694
2/19/2014,0.15625,2/25/2014,0.124578
2/20/2014,0.15625,2/26/2014,0.121648
2/21/2014,0.15625,2/27/2014,0.118397
2/24/2014,0.15625,2/28/2014,0.120225
2/25/2014,0.15625,3/3/2014,0.121192
2/26/2014,0.15625,3/4/2014,0.17951
2/27/2014,0.15625,3/5/2014,0.181043
2/28/2014,0.15625,3/6/2014,0.1858
3/3/2014,0.15625,3/7/2014,0.19358
3/4/2014,0.21875,3/10/2014,0.193091
3/5/2014,0.21875,3/11/2014,0.193617
3/6/2014,0.21875,3/12/2014,0.189288
3/7/2014,0.21875,3/13/2014,0.177832
3/10/2014,0.21875,3/14/2014,0.178817
3/11/2014,0.21875,3/17/2014,0.188151
3/12/2014,0.21875,3/18/2014,0.184691
3/13/2014,0.21875,3/19/2014,0.168478
3/14/2014,0.21875,3/20/2014,0.170605
3/17/2014,0.21875,3/21/2014,0.165678
3/18/2014,0.21875,3/24/2014,0.165115
3/19/2014,0.1875,3/25/2014,0.166228
3/20/2014,0.1875,3/26/2014,0.161468
3/21/2014,0.1875,3/27/2014,0.158543
3/24/2014,0.1875,3/28/2014,0.163413
3/25/2014,0.1875,3/31/2014,0.167431
3/26/2014,0.1875,4/1/2014,0.169997
3/27/2014,0.1875,4/2/2014,0.264849
3/28/2014,0.1875,4/3/2014,0.259749
3/31/2014,0.1875,4/4/2014,0.24952
4/1/2014,0.1875,4/7/2014,0.24978
4/2/2014,0.28125,4/8/2014,0.274907
4/3/2014,0.28125,4/9/2014,0.277637
4/4/2014,0.28125,4/10/2014,0.260606
4/7/2014,0.28125,4/11/2014,0.257842
