Date,Payup (ticks),Date,%OAS
11/6/2013,0,11/8/2013,0
11/7/2013,0,11/12/2013,0
11/8/2013,0,11/13/2013,0
11/12/2013,0,11/14/2013,0
11/13/2013,0,11/15/2013,0
11/14/2013,0,11/18/2013,0
11/15/2013,0,11/19/2013,0
11/18/2013,0,11/20/2013,0
11/19/2013,0,11/21/2013,0
11/20/2013,0,11/22/2013,0
11/21/2013,0,11/25/2013,0
11/22/2013,0,11/26/2013,0
11/25/2013,0,11/27/2013,0
11/26/2013,0,11/29/2013,0
11/27/2013,0,12/2/2013,0
11/29/2013,0,12/3/2013,0
12/2/2013,0,12/4/2013,0
12/3/2013,0,12/5/2013,0
12/4/2013,0,12/6/2013,0
12/5/2013,0,12/9/2013,0
12/6/2013,0,12/10/2013,0
12/9/2013,0,12/11/2013,0
12/10/2013,0,12/12/2013,0
12/11/2013,0,12/13/2013,0
12/12/2013,0,12/16/2013,0
12/13/2013,0,12/17/2013,0
12/16/2013,0,12/18/2013,0
12/17/2013,0,12/19/2013,0
12/18/2013,0,12/20/2013,0
12/19/2013,0,12/23/2013,0
12/20/2013,0,12/24/2013,0
12/23/2013,0,12/26/2013,0
12/24/2013,0,12/27/2013,0
12/26/2013,0,12/30/2013,0
12/27/2013,0,12/31/2013,0
12/30/2013,0,1/2/2014,0
12/31/2013,0,1/3/2014,0
1/2/2014,0,1/6/2014,0
1/3/2014,0,1/7/2014,0
1/6/2014,0,1/8/2014,0
1/7/2014,0,1/9/2014,0
1/8/2014,0,1/10/2014,0
1/9/2014,0,1/13/2014,0
1/10/2014,0,1/14/2014,0
1/13/2014,0,1/15/2014,0
1/14/2014,0,1/16/2014,0
1/15/2014,0,1/17/2014,0
1/16/2014,0,1/21/2014,0
1/17/2014,0,1/22/2014,0
1/20/2014,0,1/23/2014,0
1/21/2014,0,1/24/2014,0
1/22/2014,0,1/27/2014,0
1/23/2014,0,1/28/2014,0
1/24/2014,0,1/29/2014,0
1/27/2014,0,1/30/2014,0
1/28/2014,0,1/31/2014,0
1/29/2014,0,2/3/2014,0
1/30/2014,0,2/4/2014,0
1/31/2014,0,2/5/2014,0
2/3/2014,0,2/6/2014,0
2/4/2014,0,2/7/2014,0
2/5/2014,0,2/10/2014,0
2/6/2014,0,2/11/2014,0
2/7/2014,0,2/12/2014,0
2/10/2014,0,2/13/2014,0
2/11/2014,0,2/14/2014,0
2/12/2014,0,2/18/2014,0
2/13/2014,0,2/19/2014,0
2/14/2014,0,2/20/2014,0
2/17/2014,0,2/21/2014,0
2/18/2014,0,2/24/2014,0
2/19/2014,0,2/25/2014,0
2/20/2014,0,2/26/2014,0
2/21/2014,0,2/27/2014,0
2/24/2014,0,2/28/2014,0
2/25/2014,0,3/3/2014,0
2/26/2014,0,3/4/2014,0
2/27/2014,0,3/5/2014,0
2/28/2014,0,3/6/2014,0
3/3/2014,0,3/7/2014,0
3/4/2014,0,3/10/2014,0
3/5/2014,0,3/11/2014,0
3/6/2014,0,3/12/2014,0
3/7/2014,0,3/13/2014,0
3/10/2014,0,3/14/2014,0
3/11/2014,0,3/17/2014,0
3/12/2014,0,3/18/2014,0
3/13/2014,0,3/19/2014,0
3/14/2014,0,3/20/2014,0
3/17/2014,0,3/21/2014,0
3/18/2014,0,3/24/2014,0
3/19/2014,0,3/25/2014,0
3/20/2014,0,3/26/2014,0
3/21/2014,0,3/27/2014,0
3/24/2014,0,3/28/2014,0
3/25/2014,0,3/31/2014,0
3/26/2014,0,4/2/2014,0.183555
3/27/2014,0,4/3/2014,0.185001
3/28/2014,0,4/4/2014,0.186953
3/31/2014,0,4/7/2014,0.189521
4/1/2014,0,4/8/2014,0.184051
4/2/2014,0.25,4/9/2014,0.192642
4/3/2014,0.25,4/10/2014,0.19165
4/4/2014,0.25,4/11/2014,0.191385
4/7/2014,0.25,4/14/2014,0.1911
4/8/2014,0.25,4/15/2014,0.190754
4/9/2014,0.25,4/16/2014,0.190625
4/10/2014,0.25,4/17/2014,0.189062
4/11/2014,0.25,4/21/2014,0.188796
4/14/2014,0.25,4/22/2014,0.189023
4/15/2014,0.25,4/23/2014,0.189616
4/16/2014,0.25,4/24/2014,0.190474
4/17/2014,0.25,4/25/2014,0.191199
4/21/2014,0.25,4/28/2014,0.190586
4/22/2014,0.25,4/29/2014,0.189621
4/23/2014,0.25,4/30/2014,0.190471
4/24/2014,0.25,5/1/2014,0.191207
4/25/2014,0.25,5/2/2014,0.191586
4/28/2014,0.25,5/5/2014,0.191869
4/29/2014,0.25,5/6/2014,0.191952
4/30/2014,0.25,5/7/2014,0.192828
5/1/2014,0.25,5/8/2014,0.185229
5/2/2014,0.25,5/9/2014,0.188722
5/5/2014,0.25,5/12/2014,0.18847
5/6/2014,0.25,5/13/2014,0.188763
